,seqno,object_type,v_object_name,object_name,field_name,data_type,pk_fk,required,sample_value
1316,63,View,vBDMSAR,PatientBilledItem,PatientPackageItemUID,bigint,FK,N,
1317,63,View,vBDMSAR,payordetail,UID,int,PK,Y,2946
1321,63,View,vBDMSAR,PayorDetail,Line3,nvarchar,,N,
1322,63,View,vBDMSAR,PayorDetail,District,nvarchar,,N,
1323,63,View,vBDMSAR,PayorDetail,STATEUID,int,FK,N,
1324,63,View,vBDMSAR,PayorDetail,CITTYUID,int,FK,N,
1325,63,View,vBDMSAR,PayorDetail,CNTRYUID,int,FK,N,
1329,63,View,vBDMSAR,PayorDetail,AgentName,nvarchar,,N,
1330,63,View,vBDMSAR,payordetail,CRDTRMUID,int,FK,N,45973
1339,63,View,vBDMSAR,referencevalue,UID,int,PK,Y,55630
1340,63,View,vBDMSAR,referencevalue,ValueCode,nvarchar,,Y,1
1365,64,View,vBDMSARForReport,PatientBilledItem,Amount,float,,Y,120
1370,64,View,vBDMSARForReport,PatientBilledItem,ConsultantDiscount,float,,N,
1380,64,View,vBDMSARForReport,PAtient,UID,bigint,PK,Y,1
1387,64,View,vBDMSARForReport,PAtient,PASID,nvarchar,,Y,18-00-000001
1412,65,View,vBDMSAudit,PatientServiceEvent,DepartmentUID,int,FK,Y,0
1413,65,View,vBDMSAudit,PatientServiceEvent,CUser,int,,Y,2451
1414,65,View,vBDMSAudit,PatientServiceEvent,StatusFlag,nvarchar,,Y,A
1415,65,View,vBDMSAudit,PatientServiceEvent,EventStartDttm,datetime,,N,Jun  8 2014  2:31AM
1418,66,View,vBDMSBilItemMasDrugCatJoin,DrugTradeName,DrugCatalogItemUID,int,FK,Y,799
1419,66,View,vBDMSBilItemMasDrugCatJoin,DrugTradeName,ItemMasterUID,int,FK,Y,4
1432,66,View,vBDMSBilItemMasDrugCatJoin,DrugCatalogItem,UID,int,PK,Y,2
1433,66,View,vBDMSBilItemMasDrugCatJoin,DrugCatalogItem,Name,nvarchar,,Y,(Cancel ) Atracurium Besylate-50 mg injection
1434,66,View,vBDMSBilItemMasDrugCatJoin,DrugCatalogItem,Description,nvarchar,,N,(Cancel ) Atracurium Besylate-50 mg injection
1435,66,View,vBDMSBilItemMasDrugCatJoin,DrugCatalogItem,StatusFlag,nvarchar,,Y,A
1436,66,View,vBDMSBilItemMasDrugCatJoin,DrugCatalogItem,Code,nvarchar,,N,MRITRAC0050L
1439,66,View,vBDMSBilItemMasDrugCatJoin,ItemMaster,Name,nvarchar,,N,(CANCEL) Enfalac A+ A.R. Powder (400 G.)
1440,66,View,vBDMSBilItemMasDrugCatJoin,ItemMaster,Description,nvarchar,,N,(Cancel)Norcuron  4 Mg  Inj
1441,66,View,vBDMSBilItemMasDrugCatJoin,ItemMaster,StatusFlag,nvarchar,,Y,A
1442,66,View,vBDMSBilItemMasDrugCatJoin,ItemMaster,IsConsignmentItem,nvarchar,,N,
1443,66,View,vBDMSBilItemMasDrugCatJoin,ItemMaster,IsStock,nvarchar,,N,Y
1444,67,View,vBDMSBillableItemDetail,BillableItemDetail,UID,int,PK,Y,6
1493,69,View,vBDMSBillableItemDetailAllTUM,BillableItem,QNUOMUID,int,FK,N,
1498,69,View,vBDMSBillableItemDetailAllTUM,vBDMSToolBillingGrp,Row_Id_BillSub,int,,Y,
1499,69,View,vBDMSBillableItemDetailAllTUM,vBDMSToolBillingGrp,Sub_Bill_Code,nvarchar,,Y,
1500,69,View,vBDMSBillableItemDetailAllTUM,vBDMSToolBillingGrp,Sub_Bill_Desc,nvarchar,,Y,
1501,69,View,vBDMSBillableItemDetailAllTUM,vBDMSToolBillingGrp,Grp_Bill_Code,nvarchar,,Y,
1502,69,View,vBDMSBillableItemDetailAllTUM,vBDMSToolBillingGrp,Grp_Bill_Desc,nvarchar,,Y,
1515,70,View,vBDMSBilledDATA,PatientEmployerDetail,EmployerName,nvarchar,,N,10189003
1517,70,View,vBDMSBilledDATA,PatientEmployerDetail,CostCodeUID,int,FK,N,53
1530,70,View,vBDMSBilledDATA,Patient,PBLCTUID,int,FK,N,1118
1531,70,View,vBDMSBilledDATA,REFERENCEVALUE,UID,int,PK,Y,55630
1534,70,View,vBDMSBilledDATA,REFERENCEVALUE,Description,nvarchar,,Y, 
1536,70,View,vBDMSBilledDATA,REFERENCEVALUE,StatusFlag,nvarchar,,Y,A
1537,70,View,vBDMSBilledDATA,REFERENCEVALUE,DomainCode,nvarchar,,N,ABCAN
1562,71,View,vBDMSBilledRev,vBDMSToolCarepro,UID,int,,Y,
1563,71,View,vBDMSBilledRev,vBDMSToolCarepro,DoctorOrderCode,nvarchar,,Y,
1564,71,View,vBDMSBilledRev,vBDMSToolCarepro,DoctorOrderDesc,nvarchar,,Y,
1565,71,View,vBDMSBilledRev,vBDMSToolOrderBilled,UIDpatientBillableItem,bigint,,Y,
1566,71,View,vBDMSBilledRev,vBDMSToolOrderBilled,UIDpatientBilledItem,bigint,,Y,
1567,71,View,vBDMSBilledRev,vBDMSToolOrderBilled,UIDpatientOrder,bigint,,Y,
1568,71,View,vBDMSBilledRev,vBDMSToolOrderBilled,OrderLocationUID,int,FK,Y,
1569,71,View,vBDMSBilledRev,vBDMSToolOrderBilled,OrderToLocationUID,int,FK,Y,
1570,71,View,vBDMSBilledRev,vBDMSToolOrderBilled,BillingServiceUID,int,FK,Y,
1571,71,View,vBDMSBilledRev,vBDMSToolOrderBilled,Code,nvarchar,,Y,
1572,71,View,vBDMSBilledRev,vBDMSToolOrderBilled,ItemName,nvarchar,,Y,
1573,71,View,vBDMSBilledRev,vBDMSToolOrderBilled,BillingSubGroupID,int,,Y,
1574,71,View,vBDMSBilledRev,vBDMSToolOrderBilled,Override_Flag,nvarchar,,Y,
1575,71,View,vBDMSBilledRev,vBDMSToolOrderBilled,DF_Flag,nvarchar,,Y,
1576,71,View,vBDMSBilledRev,vBDMSToolOrderBilled,PatientBillUID,bigint,FK,Y,
1577,71,View,vBDMSBilledRev,vBDMSToolOrderBilled,EventOccuredDttm,datetime,,Y,
1578,71,View,vBDMSBilledRev,vBDMSToolOrderBilled,Amount,float,,Y,
1579,71,View,vBDMSBilledRev,vBDMSToolOrderBilled,Discount,float,,Y,
1580,71,View,vBDMSBilledRev,vBDMSToolOrderBilled,NetAmount,float,,Y,
1581,71,View,vBDMSBilledRev,vBDMSToolOrderBilled,SplitDiscount,float,,Y,
1582,71,View,vBDMSBilledRev,vBDMSToolOrderBilled,SpecialAmount,float,,Y,
1583,71,View,vBDMSBilledRev,vBDMSToolOrderBilled,Qty_Billed,float,,Y,
1584,71,View,vBDMSBilledRev,vBDMSToolOrderBilled,ServiceName,nvarchar,,Y,
1585,71,View,vBDMSBilledRev,vBDMSToolOrderBilled,Order_Status_Code,nvarchar,,Y,
1586,71,View,vBDMSBilledRev,vBDMSToolOrderBilled,Order_Status_Desc,nvarchar,,Y,
1587,71,View,vBDMSBilledRev,vBDMSToolOrderBilled,Flag_Cancelled,nvarchar,,Y,
1588,71,View,vBDMSBilledRev,vBDMSToolOrderBilled,OrderRaisedBy,int,,Y,
1589,71,View,vBDMSBilledRev,vBDMSToolOrderBilled,PatientUID,bigint,FK,Y,
1590,71,View,vBDMSBilledRev,vBDMSToolOrderBilled,PatientVisitUID,bigint,FK,Y,
1591,71,View,vBDMSBilledRev,vBDMSToolOrderBilled,StartDttm,datetime,,Y,
1592,71,View,vBDMSBilledRev,vBDMSToolOrderBilled,EndDttm,datetime,,Y,
1593,71,View,vBDMSBilledRev,vBDMSToolOrderBilled,IsPaymentComplete,nvarchar,,Y,
1594,71,View,vBDMSBilledRev,vBDMSToolOrderBilled,BillableItemUIDBilled,int,,Y,
1595,71,View,vBDMSBilledRev,vBDMSToolOrderBilled,PBLCTUID,int,FK,Y,
1596,71,View,vBDMSBilledRev,vBDMSToolOrderBilled,BillPackageUID,int,FK,Y,
1597,71,View,vBDMSBilledRev,vBDMSToolOrderBilled,PackageItemAmount,float,,Y,
1598,71,View,vBDMSBilledRev,vBDMSToolOrderBilled,IsStockItem,nvarchar,,Y,
1599,71,View,vBDMSBilledRev,vBDMSToolOrderBilled,SpecialDiscount,float,,Y,
1600,71,View,vBDMSBilledRev,vBDMSToolOrderBilled,IsConsiderItem,nvarchar,,Y,
1601,71,View,vBDMSBilledRev,vBDMSToolOrderBilled,PatientPackageUID,bigint,FK,Y,
1602,71,View,vBDMSBilledRev,vBDMSToolOrderBilled,PatientPackageItemItemName,nvarchar,,Y,
1603,71,View,vBDMSBilledRev,vBDMSToolOrderBilled,PatientPackageItemAmount,float,,Y,
1604,71,View,vBDMSBilledRev,vBDMSToolOrderBilled,PatientPackageItemUID,bigint,FK,Y,
1605,71,View,vBDMSBilledRev,vBDMSTOOLPayor_min,offcode,nvarchar,,Y,
1606,71,View,vBDMSBilledRev,vBDMSTOOLPayor_min,offdesc,nvarchar,,Y,
1607,71,View,vBDMSBilledRev,vBDMSTOOLPayor_min,Payoroffcode,nvarchar,,Y,
1608,71,View,vBDMSBilledRev,vBDMSTOOLPayor_min,payoroffdesc,nvarchar,,Y,
1609,71,View,vBDMSBilledRev,vBDMSTOOLPayor_min,PayorCode,nvarchar,,Y,
1610,71,View,vBDMSBilledRev,vBDMSTOOLPayor_min,PayorDesc,nvarchar,,Y,
1611,71,View,vBDMSBilledRev,vBDMSTOOLPayor_min,UID,int,,Y,
1615,71,View,vBDMSBilledRev,vBDMSToolDEPLoc,UID,int,,Y,
1616,71,View,vBDMSBilledRev,vBDMSToolDEPLoc,LocationCode,nvarchar,,Y,
1617,71,View,vBDMSBilledRev,vBDMSToolDEPLoc,LocationNAme,nvarchar,,Y,
1618,71,View,vBDMSBilledRev,vBDMSToolDEPLoc,DepCode,int,,Y,
1619,71,View,vBDMSBilledRev,vBDMSToolDEPLoc,DepName,nvarchar,,Y,
1620,71,View,vBDMSBilledRev,vBDMSToolPlanMin,Code,nvarchar,,Y,
1621,71,View,vBDMSBilledRev,vBDMSToolPlanMin,Name,nvarchar,,Y,
1622,71,View,vBDMSBilledRev,vBDMSToolPlanMin,UID,int,,Y,
1623,71,View,vBDMSBilledRev,vBDMSToolPlanMin,TypeBill,nvarchar,,Y,
1641,71,View,vBDMSBilledRev,PatientBill,PatientVisitPayorUID,bigint,FK,N,2
1694,72,View,vBDMSBilledRev-BK,vBDMSToolPlanDetail,UIDpayoragreement,int,,Y,
1695,72,View,vBDMSBilledRev-BK,vBDMSToolPlanDetail,PlanCode,nvarchar,,Y,
1696,72,View,vBDMSBilledRev-BK,vBDMSToolPlanDetail,PlanName,nvarchar,,Y,
1697,72,View,vBDMSBilledRev-BK,vBDMSToolPlanDetail,PayorCode,nvarchar,,Y,
1698,72,View,vBDMSBilledRev-BK,vBDMSToolPlanDetail,PayorDesc,nvarchar,,Y,
1699,72,View,vBDMSBilledRev-BK,vBDMSToolPlanDetail,PayorOffCode,nvarchar,,Y,
1700,72,View,vBDMSBilledRev-BK,vBDMSToolPlanDetail,PayorOffDesc,nvarchar,,Y,
1701,72,View,vBDMSBilledRev-BK,vBDMSToolPlanDetail,OffCode,nvarchar,,Y,
1702,72,View,vBDMSBilledRev-BK,vBDMSToolPlanDetail,OffDesc,nvarchar,,Y,
1703,72,View,vBDMSBilledRev-BK,vBDMSToolPlanDetail,TypeBill,nvarchar,,Y,
1737,73,View,vBDMSCheckOrderSetMaster,BDMSOrderSetItemPrice,ActiveFrom,date,,Y,4/2/2004
1738,73,View,vBDMSCheckOrderSetMaster,BDMSOrderSetItemPrice,ActiveTo,date,,N,
1739,73,View,vBDMSCheckOrderSetMaster,BDMSOrderSetItemPrice,StatusFlag,varchar,,Y,P
1756,74,View,vBDMSCHECKOrderSubcat_Location,BDMSLocationOrderSubCat,UID,int,PK,Y,1
1757,74,View,vBDMSCHECKOrderSubcat_Location,BDMSLocationOrderSubCat,OrderSubCatUID,int,FK,Y,1
1758,74,View,vBDMSCHECKOrderSubcat_Location,BDMSLocationOrderSubCat,OrderLocUID,int,FK,N,
1759,74,View,vBDMSCHECKOrderSubcat_Location,BDMSLocationOrderSubCat,RecLocUID,int,FK,Y,88
1760,74,View,vBDMSCHECKOrderSubcat_Location,BDMSLocationOrderSubCat,StatusFlag,varchar,,Y,A
1761,74,View,vBDMSCHECKOrderSubcat_Location,BDMSLocationOrderSubCat,TimeFrom,time,,N,00:00.0
1762,74,View,vBDMSCHECKOrderSubcat_Location,BDMSLocationOrderSubCat,Timeto,time,,N,59:59.0
1763,74,View,vBDMSCHECKOrderSubcat_Location,BDMSLocationOrderSubCat,DefaultLocation,varchar,,N,N
1782,75,View,vBDMSCRMPatientInfo,Patient,VIPTPUID,int,FK,N,
1783,75,View,vBDMSCRMPatientInfo,Patient,IsAnonymous,nvarchar,,N,N
1787,76,View,vBDMSDF1,vBDMSResultEnter,ResultEnteredUserCode,nvarchar,,Y,
1788,76,View,vBDMSDF1,vBDMSResultEnter,ResultEnteredUser,nvarchar,,Y,
1789,76,View,vBDMSDF1,vBDMSResultEnter,ResultEnteredUserGroupCode,nvarchar,,Y,
1790,76,View,vBDMSDF1,vBDMSResultEnter,ResultEnteredUserGroup,nvarchar,,Y,
1791,76,View,vBDMSDF1,vBDMSResultEnter,ResultEnteredDttm,datetime,,Y,
1792,76,View,vBDMSDF1,vBDMSResultEnter,RequestDetailUID,bigint,FK,Y,
1804,76,View,vBDMSDF1,vBDMSOrderBilledDF,PatientUID,bigint,FK,Y,
1805,76,View,vBDMSDF1,vBDMSOrderBilledDF,PatientVisitUID,bigint,FK,Y,
1806,76,View,vBDMSDF1,vBDMSOrderBilledDF,UIDpatientBilledItem,bigint,,Y,
1807,76,View,vBDMSDF1,vBDMSOrderBilledDF,RecieptNumber,nvarchar,,Y,
1808,76,View,vBDMSDF1,vBDMSOrderBilledDF,UIDPatientBill,bigint,,Y,
1809,76,View,vBDMSDF1,vBDMSOrderBilledDF,Code,nvarchar,,Y,
1810,76,View,vBDMSDF1,vBDMSOrderBilledDF,ItemName,nvarchar,,Y,
1811,76,View,vBDMSDF1,vBDMSOrderBilledDF,DF_Flag,nvarchar,,Y,
1812,76,View,vBDMSDF1,vBDMSOrderBilledDF,doctorshare,float,,Y,
1813,76,View,vBDMSDF1,vBDMSOrderBilledDF,discountdoctorshare,int,,Y,
1814,76,View,vBDMSDF1,vBDMSOrderBilledDF,OrderCategoryDesc,nvarchar,,Y,
1815,76,View,vBDMSDF1,vBDMSOrderBilledDF,OrderSubCategoryDesc,nvarchar,,Y,
1816,76,View,vBDMSDF1,vBDMSOrderBilledDF,ORDSTDESC,nvarchar,,Y,
1817,76,View,vBDMSDF1,vBDMSOrderBilledDF,PatientOrderDetailMWhen,datetime,,Y,
1818,76,View,vBDMSDF1,vBDMSOrderBilledDF,PatientOrderDttm,datetime,,Y,
1819,76,View,vBDMSDF1,vBDMSOrderBilledDF,PatientOrderStartDttm,datetime,,Y,
1820,76,View,vBDMSDF1,vBDMSOrderBilledDF,BillPackageUID,int,FK,Y,
1821,76,View,vBDMSDF1,vBDMSOrderBilledDF,PackageName,nvarchar,,Y,
1822,76,View,vBDMSDF1,vBDMSOrderBilledDF,LocOrderCode,nvarchar,,Y,
1823,76,View,vBDMSDF1,vBDMSOrderBilledDF,LocOrderDesc,nvarchar,,Y,
1824,76,View,vBDMSDF1,vBDMSOrderBilledDF,DepOrderCode,int,,Y,
1825,76,View,vBDMSDF1,vBDMSOrderBilledDF,DepOrderDesc,nvarchar,,Y,
1826,76,View,vBDMSDF1,vBDMSOrderBilledDF,LocRecCode,nvarchar,,Y,
1827,76,View,vBDMSDF1,vBDMSOrderBilledDF,LocRecDesc,nvarchar,,Y,
1828,76,View,vBDMSDF1,vBDMSOrderBilledDF,DepRecCode,int,,Y,
1829,76,View,vBDMSDF1,vBDMSOrderBilledDF,DepRecDesc,nvarchar,,Y,
1830,76,View,vBDMSDF1,vBDMSOrderBilledDF,OrderLocationUID,int,FK,Y,
1831,76,View,vBDMSDF1,vBDMSOrderBilledDF,OrderToLocationUID,int,FK,Y,
1832,76,View,vBDMSDF1,vBDMSOrderBilledDF,BillGeneratedDttm,datetime,,Y,
1833,76,View,vBDMSDF1,vBDMSOrderBilledDF,BillNumber,nvarchar,,Y,
1834,76,View,vBDMSDF1,vBDMSOrderBilledDF,PatientOrderUser,int,,Y,
1835,76,View,vBDMSDF1,vBDMSOrderBilledDF,PatientOrderDetailUID,bigint,FK,Y,
1836,76,View,vBDMSDF1,vBDMSOrderBilledDF,IdentifyingUID,bigint,FK,Y,
1837,76,View,vBDMSDF1,vBDMSOrderBilledDF,IdentifyingType,varchar,,Y,
1838,76,View,vBDMSDF1,vBDMSOrderBilledDF,PayorUID,int,FK,Y,
1839,76,View,vBDMSDF1,vBDMSOrderBilledDF,PayorAgreementUID,int,FK,Y,
1840,76,View,vBDMSDF1,vBDMSOrderBilledDF,DoctorOrderCode,nvarchar,,Y,
1841,76,View,vBDMSDF1,vBDMSOrderBilledDF,DoctorOrderDesc,nvarchar,,Y,
1842,76,View,vBDMSDF1,vBDMSOrderBilledDF,GroupCode,nvarchar,,Y,
1843,76,View,vBDMSDF1,vBDMSOrderBilledDF,GroupName,nvarchar,,Y,
1844,76,View,vBDMSDF1,vBDMSOrderBilledDF,IsExecuted,nvarchar,,Y,
1845,76,View,vBDMSDF1,vBDMSOrderBilledDF,PatientOrderUID,bigint,FK,Y,
1872,78,View,vBDMSDF3,vBDMSAdmission,UID,bigint,,Y,
1873,78,View,vBDMSDF3,vBDMSAdmission,EmployeeCode,nvarchar,,Y,
1874,78,View,vBDMSDF3,vBDMSAdmission,EmployeeName,nvarchar,,Y,
1896,79,View,vBDMSDispensedItem,Prescription,UID,bigint,PK,Y,318272
1897,79,View,vBDMSDispensedItem,Prescription,PatientUID,bigint,FK,N,6
1898,79,View,vBDMSDispensedItem,Prescription,PatientVisitUID,bigint,FK,Y,127181
1899,79,View,vBDMSDispensedItem,Prescription,PrescriptionNumber,nvarchar,,Y,I1406100001
1900,79,View,vBDMSDispensedItem,Prescription,PrescribedDttm,datetime,,Y,Jan 24 2014  8:11AM
1901,79,View,vBDMSDispensedItem,Prescription,CUser,int,,Y,1
1902,79,View,vBDMSDispensedItem,Prescription,StatusFlag,nvarchar,,Y,A
1903,79,View,vBDMSDispensedItem,Prescription,OrderLocationUID,int,FK,N,42
1904,79,View,vBDMSDispensedItem,DispensedItem,PrescriptionItemUID,bigint,FK,Y,1
1905,79,View,vBDMSDispensedItem,DispensedItem,StoreUID,int,FK,Y,3
1906,79,View,vBDMSDispensedItem,DispensedItem,Quantity,float,,N,20
1907,79,View,vBDMSDispensedItem,DispensedItem,ItemName,nvarchar,,N,Mucocin  8 Mg  Tab
1908,79,View,vBDMSDispensedItem,DispensedItem,ItemMasterUID,int,FK,N,11078
1909,79,View,vBDMSDispensedItem,DispensedItem,UOM,int,,N,112203
1910,79,View,vBDMSDispensedItem,DispensedItem,BatchID,nvarchar,,N,Q56518
1911,79,View,vBDMSDispensedItem,DispensedItem,ExpiryDttm,datetime,,N,Mar 18 2018 12:00AM
1912,79,View,vBDMSDispensedItem,DispensedItem,StatusFlag,nvarchar,,Y,A
1913,79,View,vBDMSDispensedItem,DispensedItem,DispensedDttm,datetime,,N,Jun  8 2014  2:46AM
1914,79,View,vBDMSDispensedItem,PrescriptionItem,UID,bigint,PK,Y,1285112
1916,79,View,vBDMSDispensedItem,PrescriptionItem,ClinicalComments,nvarchar,,N,
1917,79,View,vBDMSDispensedItem,PrescriptionItem,StatusFlag,nvarchar,,Y,A
1918,79,View,vBDMSDispensedItem,PrescriptionItem,PRSTSUID,int,FK,N,4414
1920,80,View,vBDMSDrugCatalogItemMaster,DrugGroupItem,DrugGroupUID,int,FK,Y,14
1921,80,View,vBDMSDrugCatalogItemMaster,DrugGroupItem,DrugCatalogItemUID,int,FK,Y,1
1922,80,View,vBDMSDrugCatalogItemMaster,DrugGroupItem,StatusFlag,nvarchar,,Y,A
1925,80,View,vBDMSDrugCatalogItemMaster,OrderCategory,StatusFlag,nvarchar,,Y,A
1926,80,View,vBDMSDrugCatalogItemMaster,DrugGenericMaster,UID,int,PK,Y,1
1927,80,View,vBDMSDrugCatalogItemMaster,DrugGenericMaster,Name,nvarchar,,N,(cancel)Estriol ( Ovestin )
1928,80,View,vBDMSDrugCatalogItemMaster,DrugGenericMaster,StatusFlag,varchar,,Y,A
1940,80,View,vBDMSDrugCatalogItemMaster,DrugCatalogItem,PDSTSUID,int,FK,N,112239
1941,80,View,vBDMSDrugCatalogItemMaster,DrugCatalogItem,FREQNUID,int,FK,N,202
1943,80,View,vBDMSDrugCatalogItemMaster,DrugCatalogItem,DrugGenericMasterUID,int,FK,N,
1945,80,View,vBDMSDrugCatalogItemMaster,DrugGroup,UID,int,PK,Y,1
1946,80,View,vBDMSDrugCatalogItemMaster,DrugGroup,Name,nvarchar,,Y,Alimentary System
1947,80,View,vBDMSDrugCatalogItemMaster,DrugGroup,Description,nvarchar,,Y,1
1948,80,View,vBDMSDrugCatalogItemMaster,DrugGroup,CUser,int,,Y,24
1949,80,View,vBDMSDrugCatalogItemMaster,DrugGroup,CWhen,datetime,,Y,May 12 2014 12:33PM
1950,80,View,vBDMSDrugCatalogItemMaster,DrugGroup,MUser,int,,Y,154
1951,80,View,vBDMSDrugCatalogItemMaster,DrugGroup,MWhen,datetime,,Y,May 12 2014 12:33PM
1952,80,View,vBDMSDrugCatalogItemMaster,DrugGroup,StatusFlag,nvarchar,,Y,A
1953,80,View,vBDMSDrugCatalogItemMaster,DrugGroup,OwnerOrganisationUID,int,FK,Y,18
1954,80,View,vBDMSDrugCatalogItemMaster,DrugGroup,TIMESTAMP,timestamp,,Y,
1955,80,View,vBDMSDrugCatalogItemMaster,DrugGroup,ParentUID,int,FK,N,0
1956,80,View,vBDMSDrugCatalogItemMaster,DrugGroup,ActiveFrom,datetime,,N,
1957,80,View,vBDMSDrugCatalogItemMaster,DrugGroup,ActiveTo,datetime,,N,
1958,80,View,vBDMSDrugCatalogItemMaster,DrugGroup,STSUID,int,FK,N,
1959,80,View,vBDMSDrugCatalogItemMaster,DrugGroup,ALGSTSUID,int,FK,N,
1963,80,View,vBDMSDrugCatalogItemMaster,ItemMaster,ActiveTo,datetime,,N,
1965,80,View,vBDMSDrugCatalogItemMaster,ItemMaster,DrugCatalogItemUID,int,FK,N,
1966,80,View,vBDMSDrugCatalogItemMaster,ItemMaster,PrescriptionUOM,int,,N,112124
1970,81,View,vBDMSEClinicalPatientAllergy,PatientAllergy,ClosureDTTM,datetime,,N,
1971,81,View,vBDMSEClinicalPatientAllergy,PatientAllergy,CWhen,datetime,,Y,Apr  4 2005 11:59AM
1972,81,View,vBDMSEClinicalPatientAllergy,PatientAllergy,StatusFlag,nvarchar,,Y,N
1981,82,View,vBDMSEClinicalPatientAppointment,fBDMSGetCareproviderInfoByPatientAppointment,Code,nvarchar,,Y,
2018,84,View,vBDMSEClinicalPatientList,fBDMSGetCareproviderInfo,Code,nvarchar,,Y,
2019,84,View,vBDMSEClinicalPatientList,fBDMSGetCareproviderInfo,Name,nvarchar,,Y,
2020,84,View,vBDMSEClinicalPatientList,fBDMSGetCareproviderInfo,LicenseNo,nvarchar,,Y,
2021,84,View,vBDMSEClinicalPatientList,fBDMSgetpatientvisitandconsult,LocationUID,int,FK,Y,
2022,84,View,vBDMSEClinicalPatientList,fBDMSgetpatientvisitandconsult,CareproviderUID,int,FK,Y,
2023,84,View,vBDMSEClinicalPatientList,fBDMSgetpatientvisitandconsult,TypeData,varchar,,Y,
2024,84,View,vBDMSEClinicalPatientList,fBDMSGetFollowUpInfo,Condition,nvarchar,,Y,
2025,84,View,vBDMSEClinicalPatientList,fBDMSGetFollowUpInfo,DischargeStatus,nvarchar,,Y,
2051,86,View,vBDMSFinalOrderTolocationBillableitem,BDMSLocationBillableitem,BillableItemUID,bigint,FK,Y,2697
2052,86,View,vBDMSFinalOrderTolocationBillableitem,BDMSLocationBillableitem,OrderLocUID,int,FK,N,
2053,86,View,vBDMSFinalOrderTolocationBillableitem,BDMSLocationBillableitem,RecLocUID,int,FK,Y,96
2054,86,View,vBDMSFinalOrderTolocationBillableitem,BDMSLocationBillableitem,StatusFlag,varchar,,Y,A
2083,87,View,vBDMSFinalOrderTolocationSubat,BDMSLocationOrderSubCat,ActiveTo,date,,N,
2093,88,View,vBDMSFinalReceiving,vBDMSFinalOrderTolocationBillableitem,Code,nvarchar,,Y,
2094,88,View,vBDMSFinalReceiving,vBDMSFinalOrderTolocationBillableitem,Description,nvarchar,,Y,
2095,88,View,vBDMSFinalReceiving,vBDMSFinalOrderTolocationBillableitem,Order Category Code,nvarchar,,Y,
2096,88,View,vBDMSFinalReceiving,vBDMSFinalOrderTolocationBillableitem,Order Category Desc,nvarchar,,Y,
2097,88,View,vBDMSFinalReceiving,vBDMSFinalOrderTolocationBillableitem,Order Sub Cat Code,nvarchar,,Y,
2098,88,View,vBDMSFinalReceiving,vBDMSFinalOrderTolocationBillableitem,Order Order Sub Cat Name,nvarchar,,Y,
2099,88,View,vBDMSFinalReceiving,vBDMSFinalOrderTolocationBillableitem,Patient Location_Code,nvarchar,,Y,
2100,88,View,vBDMSFinalReceiving,vBDMSFinalOrderTolocationBillableitem,Patient Location Desc,nvarchar,,Y,
2101,88,View,vBDMSFinalReceiving,vBDMSFinalOrderTolocationBillableitem,Receiving Location Code,nvarchar,,Y,
2102,88,View,vBDMSFinalReceiving,vBDMSFinalOrderTolocationBillableitem,Receiving Location Desc,nvarchar,,Y,
2103,88,View,vBDMSFinalReceiving,vBDMSFinalOrderTolocationBillableitem,BSMDDUID,int,FK,Y,
2113,88,View,vBDMSFinalReceiving,vBDMSFinalOrderTolocationSubat,Code,nvarchar,,Y,
2114,88,View,vBDMSFinalReceiving,vBDMSFinalOrderTolocationSubat,Description,nvarchar,,Y,
2115,88,View,vBDMSFinalReceiving,vBDMSFinalOrderTolocationSubat,Order Category Code,nvarchar,,Y,
2116,88,View,vBDMSFinalReceiving,vBDMSFinalOrderTolocationSubat,Order Category Desc,nvarchar,,Y,
2117,88,View,vBDMSFinalReceiving,vBDMSFinalOrderTolocationSubat,Order Sub Cat Code,nvarchar,,Y,
2118,88,View,vBDMSFinalReceiving,vBDMSFinalOrderTolocationSubat,Order Order Sub Cat Name,nvarchar,,Y,
2119,88,View,vBDMSFinalReceiving,vBDMSFinalOrderTolocationSubat,Patient Location_Code,nvarchar,,Y,
2120,88,View,vBDMSFinalReceiving,vBDMSFinalOrderTolocationSubat,Patient Location Desc,nvarchar,,Y,
2121,88,View,vBDMSFinalReceiving,vBDMSFinalOrderTolocationSubat,Receiving Location Code,nvarchar,,Y,
2122,88,View,vBDMSFinalReceiving,vBDMSFinalOrderTolocationSubat,Receiving Location Desc,nvarchar,,Y,
2123,88,View,vBDMSFinalReceiving,vBDMSFinalOrderTolocationSubat,BSMDDUID,int,FK,Y,
2134,89,View,vBDMSGenStandingOrder,PatientBillableItem,IPFillProcessUID,bigint,FK,N,
2140,89,View,vBDMSGenStandingOrder,PatientOrder,StartDttm,datetime,,Y,Aug  4 2008 12:15AM
2144,89,View,vBDMSGenStandingOrder,PatientOrder,ParentUID,bigint,FK,N,
2159,89,View,vBDMSGenStandingOrder,PatientOrderDetail,IsStandingOrder,nvarchar,,N,
2160,89,View,vBDMSGenStandingOrder,PatientOrderDetail,ParentUID,bigint,FK,N,
2165,89,View,vBDMSGenStandingOrder,PatientVisit,ENSTAUID,int,FK,N,1403
2169,90,View,vBDMSGetCareprovider,careprovider,SurName,nvarchar,,N,
2170,90,View,vBDMSGetCareprovider,careprovider,MiddleName,nvarchar,,N,
2171,90,View,vBDMSGetCareprovider,careprovider,ForeName,nvarchar,,N,
