,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1,seqno,object_type,v_object_name,object_name,field_name,data_type,pk_fk,required,sample_value
511,511,511,1036,1036,52,View,vBDMS_Final_PACKAGEDETAIL,BillPackage,StatusFlag,nvarchar,,Y,A
512,512,512,1037,1037,52,View,vBDMS_Final_PACKAGEDETAIL,BillPackage,ActiveFrom,datetime,,Y,Apr  2 2004 12:00AM
513,513,513,1038,1038,52,View,vBDMS_Final_PACKAGEDETAIL,BillPackage,ActiveTo,datetime,,N,Jun 14 2014 12:00AM
514,514,514,1039,1039,52,View,vBDMS_Final_PACKAGEDETAIL,BillPackage,OrderSubCategoryUID,int,FK,N,271
515,515,515,1040,1040,52,View,vBDMS_Final_PACKAGEDETAIL,BillPackage,SubAccountUID,int,FK,N,0
516,516,516,1041,1041,52,View,vBDMS_Final_PACKAGEDETAIL,BillPackage,Code,nvarchar,,Y,18S05020201A
517,517,517,1053,1053,52,View,vBDMS_Final_PACKAGEDETAIL,BillPackageItem,UID,int,PK,Y,38546
518,518,518,1054,1054,52,View,vBDMS_Final_PACKAGEDETAIL,BillPackageItem,BillPackageUID,int,FK,Y,0
519,519,519,1055,1055,52,View,vBDMS_Final_PACKAGEDETAIL,BillPackageItem,Amount,float,,Y,2500
520,520,520,1056,1056,52,View,vBDMS_Final_PACKAGEDETAIL,BillPackageItem,StatusFlag,nvarchar,,Y,A
521,521,521,1057,1057,52,View,vBDMS_Final_PACKAGEDETAIL,BillPackageItem,BillableItemUID,int,FK,N,1
522,522,522,1058,1058,52,View,vBDMS_Final_PACKAGEDETAIL,BillPackageItem,Quantity,int,,N,1
523,523,523,1059,1059,52,View,vBDMS_Final_PACKAGEDETAIL,BillPackageItem,DoctorShare,float,,N,
524,524,524,1060,1060,52,View,vBDMS_Final_PACKAGEDETAIL,BillPackageItem,ActiveFrom,datetime,,N,Apr  2 2004 12:00AM
525,525,525,1061,1061,52,View,vBDMS_Final_PACKAGEDETAIL,BillPackageItem,ActiveTo,datetime,,N,
526,526,526,1065,1065,53,View,vBDMS_Final_PACKAGEDETAIL_RoomRate,BDMSBillPackagePrice,BillPackageItemUID,bigint,FK,Y,9
527,527,527,1066,1066,53,View,vBDMS_Final_PACKAGEDETAIL_RoomRate,BDMSBillPackagePrice,Amount,float,,N,2600
528,528,528,1067,1067,53,View,vBDMS_Final_PACKAGEDETAIL_RoomRate,BDMSBillPackagePrice,PBLCTUID,bigint,FK,Y,98896
529,529,529,1126,1126,55,View,vBDMS_InvenGoLiveCheckDiffAmountTkBc,Store,Code,nvarchar,,Y,18PBB
530,530,530,1127,1127,55,View,vBDMS_InvenGoLiveCheckDiffAmountTkBc,StockGoLive,StoreUID,int,FK,Y,7
531,531,531,1128,1128,55,View,vBDMS_InvenGoLiveCheckDiffAmountTkBc,StockGoLive,ItemMasterUID,int,FK,Y,9657
532,532,532,1129,1129,55,View,vBDMS_InvenGoLiveCheckDiffAmountTkBc,StockGoLive,BatchID,nvarchar,,Y,BPX0000007
533,533,533,1130,1130,55,View,vBDMS_InvenGoLiveCheckDiffAmountTkBc,StockGoLive,Quantity,float,,Y,0
534,534,534,1131,1131,55,View,vBDMS_InvenGoLiveCheckDiffAmountTkBc,StockGoLive,IMUOMUID,int,FK,Y,80734
535,535,535,1132,1132,55,View,vBDMS_InvenGoLiveCheckDiffAmountTkBc,StockGoLive,ExpiryDttm,datetime,,N,Jan  1 2099 12:00AM
536,536,536,1135,1135,55,View,vBDMS_InvenGoLiveCheckDiffAmountTkBc,TkStockBalance,MaterialNo,nvarchar,,N,4.11041E+13
537,537,537,1136,1136,55,View,vBDMS_InvenGoLiveCheckDiffAmountTkBc,TkStockBalance,AvgCost,float,,N,42.8795
538,538,538,1137,1137,55,View,vBDMS_InvenGoLiveCheckDiffAmountTkBc,TkStockBalance,StoreLoc,nvarchar,,N,15SUP
539,539,539,1138,1138,55,View,vBDMS_InvenGoLiveCheckDiffAmountTkBc,TkStockBalance,BatchNo,nvarchar,,N,GN101151
540,540,540,1139,1139,55,View,vBDMS_InvenGoLiveCheckDiffAmountTkBc,TkStockBalance,ExpDate,nvarchar,,N,1/1/2099
541,541,541,1140,1140,55,View,vBDMS_InvenGoLiveCheckDiffAmountTkBc,TkStockBalance,OnHandQty,float,,N,15
542,542,542,1141,1141,55,View,vBDMS_InvenGoLiveCheckDiffAmountTkBc,TkStockBalance,UOM,nvarchar,,N,SET
543,543,543,1142,1142,56,View,vBDMS_Order_Toloc_Store,Store,LocationUID,int,FK,N,83
544,544,544,1145,1145,56,View,vBDMS_Order_Toloc_Store,LocationStore,StoreUID,int,FK,Y,1
545,545,545,1146,1146,56,View,vBDMS_Order_Toloc_Store,LocationStore,LocationUID,int,FK,Y,29
546,546,546,1147,1147,56,View,vBDMS_Order_Toloc_Store,LocationStore,ORDCTUID,int,FK,Y,0
547,547,547,1148,1148,56,View,vBDMS_Order_Toloc_Store,LocationStore,StatusFlag,nvarchar,,Y,A
548,548,548,1149,1149,56,View,vBDMS_Order_Toloc_Store,LocationStore,IdentifyingType,nvarchar,,N,
549,549,549,1150,1150,56,View,vBDMS_Order_Toloc_Store,LocationStore,OrderSubcategoryUID,int,FK,N,
550,550,550,1158,1158,57,View,vBDMS_OrderSetDeatailMaster,OrderSetBillableItem,OrderCatalogName,nvarchar,,N,Thermometer Cover Sheath
551,551,551,1159,1159,57,View,vBDMS_OrderSetDeatailMaster,OrderSetBillableItem,StartDttm,datetime,,N,Jan 12 2005 12:00AM
552,552,552,1160,1160,57,View,vBDMS_OrderSetDeatailMaster,OrderSetBillableItem,EndDttm,datetime,,N,
553,553,553,1186,1186,58,View,vBDMS_Recheck_OrdertoLocation_Cat,BDMSLocationOrderCat,OrderCatUID,int,FK,Y,
554,554,554,1187,1187,58,View,vBDMS_Recheck_OrdertoLocation_Cat,BDMSLocationOrderCat,RecLocUID,int,FK,Y,
555,555,555,1188,1188,58,View,vBDMS_Recheck_OrdertoLocation_Cat,BDMSLocationOrderCat,StatusFlag,nvarchar,,Y,
556,556,556,1206,1206,59,View,vBDMS_Report_VisitDoctor,patientvisit,UID,bigint,PK,Y,1
557,557,557,1208,1208,59,View,vBDMS_Report_VisitDoctor,patientvisit,PatientUID,bigint,FK,Y,0
558,558,558,1210,1210,59,View,vBDMS_Report_VisitDoctor,patientvisit,CareProviderUID,int,FK,N,
559,559,559,1212,1212,59,View,vBDMS_Report_VisitDoctor,patientvisit,LocationUID,int,FK,N,
560,560,560,1213,1213,59,View,vBDMS_Report_VisitDoctor,patientvisit,StartDTTM,datetime,,Y,Sep  1 2004 12:06AM
561,561,561,1215,1215,59,View,vBDMS_Report_VisitDoctor,patientvisit,CWhen,datetime,,Y,Jun  7 2014 11:07PM
562,562,562,1216,1216,59,View,vBDMS_Report_VisitDoctor,patientvisit,StatusFlag,nvarchar,,Y,A
563,563,563,1218,1218,59,View,vBDMS_Report_VisitDoctor,ServiceLocation,StatusFlag,nvarchar,,Y,A
564,564,564,1219,1219,59,View,vBDMS_Report_VisitDoctor,ServiceLocation,LocationUID,int,FK,Y,124
565,565,565,1220,1220,59,View,vBDMS_Report_VisitDoctor,ServiceLocation,ServiceUID,int,FK,Y,290
566,566,566,1223,1223,59,View,vBDMS_Report_VisitDoctor,Service,CareproviderUID,int,FK,N,
567,567,567,1238,1238,60,View,VBDMS_Tool_PlanDetail,InsurancePlan,PolicyMasterUID,int,FK,Y,1
568,568,568,1245,1245,61,View,vBDMSAdmission,PatientEmployerDetail,UID,bigint,PK,Y,18149
569,569,569,1246,1246,61,View,vBDMSAdmission,PatientEmployerDetail,PatientUID,bigint,FK,Y,139
570,570,570,1247,1247,61,View,vBDMSAdmission,PatientEmployerDetail,EmployeeNumber,nvarchar,,N,180534
571,571,571,1248,1248,61,View,vBDMSAdmission,PatientEmployerDetail,EmployeeName,nvarchar,,N,______ ________
572,572,572,1249,1249,61,View,vBDMSAdmission,PatientEmployerDetail,RLNTYUID,int,FK,N,1433
573,573,573,1253,1253,61,View,vBDMSAdmission,DischargeEvent,UID,bigint,PK,Y,184
574,574,574,1256,1256,61,View,vBDMSAdmission,DischargeEvent,MedicalDischargeDttm,datetime,,N,Jun 10 2014 12:24PM
575,575,575,1257,1257,61,View,vBDMSAdmission,DischargeEvent,ActualDischargeDttm,datetime,,Y,Jun  8 2014  3:23AM
576,576,576,1258,1258,61,View,vBDMSAdmission,DischargeEvent,RecordedBy,int,,Y,1053
577,577,577,1259,1259,61,View,vBDMSAdmission,DischargeEvent,DischargeComments,nvarchar,,N,
578,578,578,1260,1260,61,View,vBDMSAdmission,DischargeEvent,MDTRNUID,int,FK,Y,0
579,579,579,1261,1261,61,View,vBDMSAdmission,DischargeEvent,DSGDSUID,int,FK,N,
580,580,580,1262,1262,61,View,vBDMSAdmission,DischargeEvent,CUser,int,,Y,2441
581,581,581,1263,1263,61,View,vBDMSAdmission,DischargeEvent,CWhen,datetime,,Y,Jun  8 2014  3:23AM
582,582,582,1264,1264,61,View,vBDMSAdmission,DischargeEvent,MUser,int,,Y,2441
583,583,583,1265,1265,61,View,vBDMSAdmission,DischargeEvent,MWhen,datetime,,Y,Jun  8 2014  3:23AM
584,584,584,1266,1266,61,View,vBDMSAdmission,DischargeEvent,StatusFlag,nvarchar,,Y,D
585,585,585,1267,1267,61,View,vBDMSAdmission,DischargeEvent,OwnerOrganisationUID,int,FK,Y,18
586,586,586,1268,1268,61,View,vBDMSAdmission,DischargeEvent,DSCTYUID,int,FK,Y,1
587,587,587,1269,1269,61,View,vBDMSAdmission,DischargeEvent,ServiceUID,int,FK,Y,295
588,588,588,1270,1270,61,View,vBDMSAdmission,DischargeEvent,INFCTUID,int,FK,N,
589,589,589,1289,1289,62,View,vBDMSAllPayorAgreements,BDMSContactAgreementAccountItem,BDMSContactAgreementAccountDetailUID,int,FK,Y,25
590,590,590,1290,1290,62,View,vBDMSAllPayorAgreements,BDMSContactAgreementAccountItem,IdentifyingUID,int,FK,Y,46402
591,591,591,1291,1291,62,View,vBDMSAllPayorAgreements,BDMSContactAgreementAccountItem,StatusFlag,nvarchar,,Y,A
592,592,592,1293,1293,62,View,vBDMSAllPayorAgreements,PolicyMaster,AGTYPUID,int,FK,N,46101
593,593,593,1294,1294,62,View,vBDMSAllPayorAgreements,BDMSContactAgreementAccount,UID,int,PK,Y,1
594,594,594,1295,1295,62,View,vBDMSAllPayorAgreements,BDMSContactAgreementAccount,PolicyMasterUID,int,FK,Y,1
595,595,595,1296,1296,62,View,vBDMSAllPayorAgreements,BDMSContactAgreementAccount,IdentifyingUID,int,FK,Y,27
596,596,596,1297,1297,62,View,vBDMSAllPayorAgreements,BDMSContactAgreementAccount,IdentifyingType,nvarchar,,Y,BILLINGACCOUNT
597,597,597,1298,1298,62,View,vBDMSAllPayorAgreements,BDMSContactAgreementAccount,StatusFlag,nvarchar,,Y,A
598,598,598,1301,1301,62,View,vBDMSAllPayorAgreements,BDMSContactAgreementAccountDetail,UID,int,PK,Y,1
599,599,599,1302,1302,62,View,vBDMSAllPayorAgreements,BDMSContactAgreementAccountDetail,BDMSContactAgreementAccountUID,int,FK,Y,6
600,600,600,1303,1303,62,View,vBDMSAllPayorAgreements,BDMSContactAgreementAccountDetail,IdentifyingUID,int,FK,Y,69
601,601,601,1304,1304,62,View,vBDMSAllPayorAgreements,BDMSContactAgreementAccountDetail,StatusFlag,nvarchar,,Y,A
602,602,602,1305,1305,63,View,vBDMSAR,Payoragreement,UID,int,PK,Y,1840
603,603,603,1309,1309,63,View,vBDMSAR,Payoragreement,StatusFlag,nvarchar,,Y,A
604,604,604,1311,1311,63,View,vBDMSAR,Payoragreement,InsuranceCompanyUID,int,FK,N,108
605,605,605,1316,1316,63,View,vBDMSAR,PatientBilledItem,PatientPackageItemUID,bigint,FK,N,
606,606,606,1317,1317,63,View,vBDMSAR,payordetail,UID,int,PK,Y,2946
607,607,607,1321,1321,63,View,vBDMSAR,PayorDetail,Line3,nvarchar,,N,
608,608,608,1322,1322,63,View,vBDMSAR,PayorDetail,District,nvarchar,,N,
609,609,609,1323,1323,63,View,vBDMSAR,PayorDetail,STATEUID,int,FK,N,
610,610,610,1324,1324,63,View,vBDMSAR,PayorDetail,CITTYUID,int,FK,N,
611,611,611,1325,1325,63,View,vBDMSAR,PayorDetail,CNTRYUID,int,FK,N,
612,612,612,1329,1329,63,View,vBDMSAR,PayorDetail,AgentName,nvarchar,,N,
613,613,613,1330,1330,63,View,vBDMSAR,payordetail,CRDTRMUID,int,FK,N,45973
614,614,614,1339,1339,63,View,vBDMSAR,referencevalue,UID,int,PK,Y,55630
615,615,615,1340,1340,63,View,vBDMSAR,referencevalue,ValueCode,nvarchar,,Y,1
616,616,616,1365,1365,64,View,vBDMSARForReport,PatientBilledItem,Amount,float,,Y,120
617,617,617,1370,1370,64,View,vBDMSARForReport,PatientBilledItem,ConsultantDiscount,float,,N,
618,618,618,1380,1380,64,View,vBDMSARForReport,PAtient,UID,bigint,PK,Y,1
619,619,619,1387,1387,64,View,vBDMSARForReport,PAtient,PASID,nvarchar,,Y,18-00-000001
620,620,620,1412,1412,65,View,vBDMSAudit,PatientServiceEvent,DepartmentUID,int,FK,Y,0
621,621,621,1413,1413,65,View,vBDMSAudit,PatientServiceEvent,CUser,int,,Y,2451
622,622,622,1414,1414,65,View,vBDMSAudit,PatientServiceEvent,StatusFlag,nvarchar,,Y,A
623,623,623,1415,1415,65,View,vBDMSAudit,PatientServiceEvent,EventStartDttm,datetime,,N,Jun  8 2014  2:31AM
624,624,624,1418,1418,66,View,vBDMSBilItemMasDrugCatJoin,DrugTradeName,DrugCatalogItemUID,int,FK,Y,799
625,625,625,1419,1419,66,View,vBDMSBilItemMasDrugCatJoin,DrugTradeName,ItemMasterUID,int,FK,Y,4
626,626,626,1432,1432,66,View,vBDMSBilItemMasDrugCatJoin,DrugCatalogItem,UID,int,PK,Y,2
627,627,627,1433,1433,66,View,vBDMSBilItemMasDrugCatJoin,DrugCatalogItem,Name,nvarchar,,Y,(Cancel ) Atracurium Besylate-50 mg injection
628,628,628,1434,1434,66,View,vBDMSBilItemMasDrugCatJoin,DrugCatalogItem,Description,nvarchar,,N,(Cancel ) Atracurium Besylate-50 mg injection
629,629,629,1435,1435,66,View,vBDMSBilItemMasDrugCatJoin,DrugCatalogItem,StatusFlag,nvarchar,,Y,A
630,630,630,1436,1436,66,View,vBDMSBilItemMasDrugCatJoin,DrugCatalogItem,Code,nvarchar,,N,MRITRAC0050L
631,631,631,1439,1439,66,View,vBDMSBilItemMasDrugCatJoin,ItemMaster,Name,nvarchar,,N,(CANCEL) Enfalac A+ A.R. Powder (400 G.)
632,632,632,1440,1440,66,View,vBDMSBilItemMasDrugCatJoin,ItemMaster,Description,nvarchar,,N,(Cancel)Norcuron  4 Mg  Inj
633,633,633,1441,1441,66,View,vBDMSBilItemMasDrugCatJoin,ItemMaster,StatusFlag,nvarchar,,Y,A
634,634,634,1442,1442,66,View,vBDMSBilItemMasDrugCatJoin,ItemMaster,IsConsignmentItem,nvarchar,,N,
635,635,635,1443,1443,66,View,vBDMSBilItemMasDrugCatJoin,ItemMaster,IsStock,nvarchar,,N,Y
636,636,636,1444,1444,67,View,vBDMSBillableItemDetail,BillableItemDetail,UID,int,PK,Y,6
637,637,637,1493,1493,69,View,vBDMSBillableItemDetailAllTUM,BillableItem,QNUOMUID,int,FK,N,
638,638,638,1498,1498,69,View,vBDMSBillableItemDetailAllTUM,vBDMSToolBillingGrp,Row_Id_BillSub,int,,Y,
639,639,639,1499,1499,69,View,vBDMSBillableItemDetailAllTUM,vBDMSToolBillingGrp,Sub_Bill_Code,nvarchar,,Y,
640,640,640,1500,1500,69,View,vBDMSBillableItemDetailAllTUM,vBDMSToolBillingGrp,Sub_Bill_Desc,nvarchar,,Y,
641,641,641,1501,1501,69,View,vBDMSBillableItemDetailAllTUM,vBDMSToolBillingGrp,Grp_Bill_Code,nvarchar,,Y,
642,642,642,1502,1502,69,View,vBDMSBillableItemDetailAllTUM,vBDMSToolBillingGrp,Grp_Bill_Desc,nvarchar,,Y,
643,643,643,1515,1515,70,View,vBDMSBilledDATA,PatientEmployerDetail,EmployerName,nvarchar,,N,10189003
644,644,644,1517,1517,70,View,vBDMSBilledDATA,PatientEmployerDetail,CostCodeUID,int,FK,N,53
645,645,645,1530,1530,70,View,vBDMSBilledDATA,Patient,PBLCTUID,int,FK,N,1118
646,646,646,1531,1531,70,View,vBDMSBilledDATA,REFERENCEVALUE,UID,int,PK,Y,55630
647,647,647,1534,1534,70,View,vBDMSBilledDATA,REFERENCEVALUE,Description,nvarchar,,Y, 
648,648,648,1536,1536,70,View,vBDMSBilledDATA,REFERENCEVALUE,StatusFlag,nvarchar,,Y,A
649,649,649,1537,1537,70,View,vBDMSBilledDATA,REFERENCEVALUE,DomainCode,nvarchar,,N,ABCAN
650,650,650,1562,1562,71,View,vBDMSBilledRev,vBDMSToolCarepro,UID,int,,Y,
651,651,651,1563,1563,71,View,vBDMSBilledRev,vBDMSToolCarepro,DoctorOrderCode,nvarchar,,Y,
652,652,652,1564,1564,71,View,vBDMSBilledRev,vBDMSToolCarepro,DoctorOrderDesc,nvarchar,,Y,
653,653,653,1565,1565,71,View,vBDMSBilledRev,vBDMSToolOrderBilled,UIDpatientBillableItem,bigint,,Y,
654,654,654,1566,1566,71,View,vBDMSBilledRev,vBDMSToolOrderBilled,UIDpatientBilledItem,bigint,,Y,
655,655,655,1567,1567,71,View,vBDMSBilledRev,vBDMSToolOrderBilled,UIDpatientOrder,bigint,,Y,
656,656,656,1568,1568,71,View,vBDMSBilledRev,vBDMSToolOrderBilled,OrderLocationUID,int,FK,Y,
657,657,657,1569,1569,71,View,vBDMSBilledRev,vBDMSToolOrderBilled,OrderToLocationUID,int,FK,Y,
658,658,658,1570,1570,71,View,vBDMSBilledRev,vBDMSToolOrderBilled,BillingServiceUID,int,FK,Y,
659,659,659,1571,1571,71,View,vBDMSBilledRev,vBDMSToolOrderBilled,Code,nvarchar,,Y,
660,660,660,1572,1572,71,View,vBDMSBilledRev,vBDMSToolOrderBilled,ItemName,nvarchar,,Y,
661,661,661,1573,1573,71,View,vBDMSBilledRev,vBDMSToolOrderBilled,BillingSubGroupID,int,,Y,
662,662,662,1574,1574,71,View,vBDMSBilledRev,vBDMSToolOrderBilled,Override_Flag,nvarchar,,Y,
663,663,663,1575,1575,71,View,vBDMSBilledRev,vBDMSToolOrderBilled,DF_Flag,nvarchar,,Y,
664,664,664,1576,1576,71,View,vBDMSBilledRev,vBDMSToolOrderBilled,PatientBillUID,bigint,FK,Y,
665,665,665,1577,1577,71,View,vBDMSBilledRev,vBDMSToolOrderBilled,EventOccuredDttm,datetime,,Y,
666,666,666,1578,1578,71,View,vBDMSBilledRev,vBDMSToolOrderBilled,Amount,float,,Y,
667,667,667,1579,1579,71,View,vBDMSBilledRev,vBDMSToolOrderBilled,Discount,float,,Y,
668,668,668,1580,1580,71,View,vBDMSBilledRev,vBDMSToolOrderBilled,NetAmount,float,,Y,
669,669,669,1581,1581,71,View,vBDMSBilledRev,vBDMSToolOrderBilled,SplitDiscount,float,,Y,
670,670,670,1582,1582,71,View,vBDMSBilledRev,vBDMSToolOrderBilled,SpecialAmount,float,,Y,
671,671,671,1583,1583,71,View,vBDMSBilledRev,vBDMSToolOrderBilled,Qty_Billed,float,,Y,
672,672,672,1584,1584,71,View,vBDMSBilledRev,vBDMSToolOrderBilled,ServiceName,nvarchar,,Y,
673,673,673,1585,1585,71,View,vBDMSBilledRev,vBDMSToolOrderBilled,Order_Status_Code,nvarchar,,Y,
674,674,674,1586,1586,71,View,vBDMSBilledRev,vBDMSToolOrderBilled,Order_Status_Desc,nvarchar,,Y,
675,675,675,1587,1587,71,View,vBDMSBilledRev,vBDMSToolOrderBilled,Flag_Cancelled,nvarchar,,Y,
676,676,676,1588,1588,71,View,vBDMSBilledRev,vBDMSToolOrderBilled,OrderRaisedBy,int,,Y,
677,677,677,1589,1589,71,View,vBDMSBilledRev,vBDMSToolOrderBilled,PatientUID,bigint,FK,Y,
678,678,678,1590,1590,71,View,vBDMSBilledRev,vBDMSToolOrderBilled,PatientVisitUID,bigint,FK,Y,
679,679,679,1591,1591,71,View,vBDMSBilledRev,vBDMSToolOrderBilled,StartDttm,datetime,,Y,
680,680,680,1592,1592,71,View,vBDMSBilledRev,vBDMSToolOrderBilled,EndDttm,datetime,,Y,
681,681,681,1593,1593,71,View,vBDMSBilledRev,vBDMSToolOrderBilled,IsPaymentComplete,nvarchar,,Y,
682,682,682,1594,1594,71,View,vBDMSBilledRev,vBDMSToolOrderBilled,BillableItemUIDBilled,int,,Y,
683,683,683,1595,1595,71,View,vBDMSBilledRev,vBDMSToolOrderBilled,PBLCTUID,int,FK,Y,
684,684,684,1596,1596,71,View,vBDMSBilledRev,vBDMSToolOrderBilled,BillPackageUID,int,FK,Y,
685,685,685,1597,1597,71,View,vBDMSBilledRev,vBDMSToolOrderBilled,PackageItemAmount,float,,Y,
686,686,686,1598,1598,71,View,vBDMSBilledRev,vBDMSToolOrderBilled,IsStockItem,nvarchar,,Y,
687,687,687,1599,1599,71,View,vBDMSBilledRev,vBDMSToolOrderBilled,SpecialDiscount,float,,Y,
688,688,688,1600,1600,71,View,vBDMSBilledRev,vBDMSToolOrderBilled,IsConsiderItem,nvarchar,,Y,
689,689,689,1601,1601,71,View,vBDMSBilledRev,vBDMSToolOrderBilled,PatientPackageUID,bigint,FK,Y,
690,690,690,1602,1602,71,View,vBDMSBilledRev,vBDMSToolOrderBilled,PatientPackageItemItemName,nvarchar,,Y,
691,691,691,1603,1603,71,View,vBDMSBilledRev,vBDMSToolOrderBilled,PatientPackageItemAmount,float,,Y,
692,692,692,1604,1604,71,View,vBDMSBilledRev,vBDMSToolOrderBilled,PatientPackageItemUID,bigint,FK,Y,
693,693,693,1605,1605,71,View,vBDMSBilledRev,vBDMSTOOLPayor_min,offcode,nvarchar,,Y,
694,694,694,1606,1606,71,View,vBDMSBilledRev,vBDMSTOOLPayor_min,offdesc,nvarchar,,Y,
695,695,695,1607,1607,71,View,vBDMSBilledRev,vBDMSTOOLPayor_min,Payoroffcode,nvarchar,,Y,
696,696,696,1608,1608,71,View,vBDMSBilledRev,vBDMSTOOLPayor_min,payoroffdesc,nvarchar,,Y,
697,697,697,1609,1609,71,View,vBDMSBilledRev,vBDMSTOOLPayor_min,PayorCode,nvarchar,,Y,
698,698,698,1610,1610,71,View,vBDMSBilledRev,vBDMSTOOLPayor_min,PayorDesc,nvarchar,,Y,
699,699,699,1611,1611,71,View,vBDMSBilledRev,vBDMSTOOLPayor_min,UID,int,,Y,
700,700,700,1615,1615,71,View,vBDMSBilledRev,vBDMSToolDEPLoc,UID,int,,Y,
701,701,701,1616,1616,71,View,vBDMSBilledRev,vBDMSToolDEPLoc,LocationCode,nvarchar,,Y,
702,702,702,1617,1617,71,View,vBDMSBilledRev,vBDMSToolDEPLoc,LocationNAme,nvarchar,,Y,
703,703,703,1618,1618,71,View,vBDMSBilledRev,vBDMSToolDEPLoc,DepCode,int,,Y,
704,704,704,1619,1619,71,View,vBDMSBilledRev,vBDMSToolDEPLoc,DepName,nvarchar,,Y,
705,705,705,1620,1620,71,View,vBDMSBilledRev,vBDMSToolPlanMin,Code,nvarchar,,Y,
706,706,706,1621,1621,71,View,vBDMSBilledRev,vBDMSToolPlanMin,Name,nvarchar,,Y,
707,707,707,1622,1622,71,View,vBDMSBilledRev,vBDMSToolPlanMin,UID,int,,Y,
708,708,708,1623,1623,71,View,vBDMSBilledRev,vBDMSToolPlanMin,TypeBill,nvarchar,,Y,
709,709,709,1641,1641,71,View,vBDMSBilledRev,PatientBill,PatientVisitPayorUID,bigint,FK,N,2
710,710,710,1694,1694,72,View,vBDMSBilledRev-BK,vBDMSToolPlanDetail,UIDpayoragreement,int,,Y,
711,711,711,1695,1695,72,View,vBDMSBilledRev-BK,vBDMSToolPlanDetail,PlanCode,nvarchar,,Y,
712,712,712,1696,1696,72,View,vBDMSBilledRev-BK,vBDMSToolPlanDetail,PlanName,nvarchar,,Y,
713,713,713,1697,1697,72,View,vBDMSBilledRev-BK,vBDMSToolPlanDetail,PayorCode,nvarchar,,Y,
714,714,714,1698,1698,72,View,vBDMSBilledRev-BK,vBDMSToolPlanDetail,PayorDesc,nvarchar,,Y,
715,715,715,1699,1699,72,View,vBDMSBilledRev-BK,vBDMSToolPlanDetail,PayorOffCode,nvarchar,,Y,
716,716,716,1700,1700,72,View,vBDMSBilledRev-BK,vBDMSToolPlanDetail,PayorOffDesc,nvarchar,,Y,
717,717,717,1701,1701,72,View,vBDMSBilledRev-BK,vBDMSToolPlanDetail,OffCode,nvarchar,,Y,
718,718,718,1702,1702,72,View,vBDMSBilledRev-BK,vBDMSToolPlanDetail,OffDesc,nvarchar,,Y,
719,719,719,1703,1703,72,View,vBDMSBilledRev-BK,vBDMSToolPlanDetail,TypeBill,nvarchar,,Y,
720,720,720,1737,1737,73,View,vBDMSCheckOrderSetMaster,BDMSOrderSetItemPrice,ActiveFrom,date,,Y,4/2/2004
721,721,721,1738,1738,73,View,vBDMSCheckOrderSetMaster,BDMSOrderSetItemPrice,ActiveTo,date,,N,
722,722,722,1739,1739,73,View,vBDMSCheckOrderSetMaster,BDMSOrderSetItemPrice,StatusFlag,varchar,,Y,P
723,723,723,1756,1756,74,View,vBDMSCHECKOrderSubcat_Location,BDMSLocationOrderSubCat,UID,int,PK,Y,1
724,724,724,1757,1757,74,View,vBDMSCHECKOrderSubcat_Location,BDMSLocationOrderSubCat,OrderSubCatUID,int,FK,Y,1
725,725,725,1758,1758,74,View,vBDMSCHECKOrderSubcat_Location,BDMSLocationOrderSubCat,OrderLocUID,int,FK,N,
726,726,726,1759,1759,74,View,vBDMSCHECKOrderSubcat_Location,BDMSLocationOrderSubCat,RecLocUID,int,FK,Y,88
727,727,727,1760,1760,74,View,vBDMSCHECKOrderSubcat_Location,BDMSLocationOrderSubCat,StatusFlag,varchar,,Y,A
728,728,728,1761,1761,74,View,vBDMSCHECKOrderSubcat_Location,BDMSLocationOrderSubCat,TimeFrom,time,,N,00:00.0
729,729,729,1762,1762,74,View,vBDMSCHECKOrderSubcat_Location,BDMSLocationOrderSubCat,Timeto,time,,N,59:59.0
730,730,730,1763,1763,74,View,vBDMSCHECKOrderSubcat_Location,BDMSLocationOrderSubCat,DefaultLocation,varchar,,N,N
731,731,731,1782,1782,75,View,vBDMSCRMPatientInfo,Patient,VIPTPUID,int,FK,N,
732,732,732,1783,1783,75,View,vBDMSCRMPatientInfo,Patient,IsAnonymous,nvarchar,,N,N
733,733,733,1787,1787,76,View,vBDMSDF1,vBDMSResultEnter,ResultEnteredUserCode,nvarchar,,Y,
734,734,734,1788,1788,76,View,vBDMSDF1,vBDMSResultEnter,ResultEnteredUser,nvarchar,,Y,
735,735,735,1789,1789,76,View,vBDMSDF1,vBDMSResultEnter,ResultEnteredUserGroupCode,nvarchar,,Y,
736,736,736,1790,1790,76,View,vBDMSDF1,vBDMSResultEnter,ResultEnteredUserGroup,nvarchar,,Y,
737,737,737,1791,1791,76,View,vBDMSDF1,vBDMSResultEnter,ResultEnteredDttm,datetime,,Y,
738,738,738,1792,1792,76,View,vBDMSDF1,vBDMSResultEnter,RequestDetailUID,bigint,FK,Y,
739,739,739,1804,1804,76,View,vBDMSDF1,vBDMSOrderBilledDF,PatientUID,bigint,FK,Y,
740,740,740,1805,1805,76,View,vBDMSDF1,vBDMSOrderBilledDF,PatientVisitUID,bigint,FK,Y,
741,741,741,1806,1806,76,View,vBDMSDF1,vBDMSOrderBilledDF,UIDpatientBilledItem,bigint,,Y,
